tijdstip;locatie;component;waarde;LKI
2015-08-13 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;11,25;2
2015-08-13 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;2,56;1
2015-08-13 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;7,49;1
2015-08-13 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-13 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,07;1
2015-08-13 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-13 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;0,59;1
2015-08-13 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;6,4;1
2015-08-13 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;7,22;1
2015-08-13 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-13 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;0,86;1
2015-08-13 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;9,81;1
2015-08-13 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-13 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,92;1
2015-08-13 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-13 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,22;1
2015-08-13 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;15,67;2
2015-08-13 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,13;2
2015-08-13 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-13 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,5;3
2015-08-13 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-13 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;26,67;3
2015-08-13 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;16,42;2
2015-08-13 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;26,19;3
2015-08-13 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;23,4;3
2015-08-13 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;16,01;2
2015-08-13 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-13 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;17,5;2
2015-08-13 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;24,07;3
2015-08-13 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,77;3
2015-08-13 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,59;2
2015-08-13 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;26,19;3
2015-08-13 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;23,99;3
2015-08-13 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;30,03;4
2015-08-13 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;11,03;2
2015-08-13 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,23;3
2015-08-13 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;37,71;4
2015-08-13 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,29;2
2015-08-13 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-13 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,18;3
2015-08-13 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,21;1
2015-08-13 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,63;3
2015-08-13 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,25;1
2015-08-13 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;28,75;3
2015-08-13 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,86;1
2015-08-13 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;27,47;3
2015-08-13 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,91;3
2015-08-13 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,27;1
2015-08-13 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;23,88;3
2015-08-13 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-13 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,72;1
2015-08-13 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;24,35;3
2015-08-13 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-13 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;28,72;3
2015-08-13 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;30,03;4
2015-08-13 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,2;1
2015-08-13 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,66;1
2015-08-13 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;33,45;4
2015-08-13 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;31,31;4
2015-08-13 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;27,14;3
2015-08-13 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-13 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,43;1
2015-08-13 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,72;1
2015-08-13 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;32,82;4
2015-08-13 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;1,87;1
2015-08-14 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;6,99;1
2015-08-14 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,8;1
2015-08-14 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;33,41;4
2015-08-14 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,02;1
2015-08-14 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;15,99;2
2015-08-14 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-14 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-14 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;2,99;1
2015-08-14 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;15,16;2
2015-08-14 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,03;2
2015-08-14 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-14 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,32;1
2015-08-14 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;11,49;2
2015-08-14 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;5,71;1
2015-08-14 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;0,72;1
2015-08-14 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-14 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,52;2
2015-08-14 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;0,86;1
2015-08-14 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,64;1
2015-08-14 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-14 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;10,85;2
2015-08-14 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;20,01;3
2015-08-14 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,55;1
2015-08-14 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-14 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,2;1
2015-08-14 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;23,63;3
2015-08-14 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;38,65;4
2015-08-14 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;9,74;1
2015-08-14 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-14 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;54,02;5
2015-08-14 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-14 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;29,44;3
2015-08-14 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,44;1
2015-08-14 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;24,63;3
2015-08-14 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-14 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;6,28;1
2015-08-14 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;12,75;2
2015-08-14 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;24,91;3
2015-08-14 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;26,99;3
2015-08-14 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;24,57;3
2015-08-14 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;12,39;2
2015-08-14 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,08;3
2015-08-14 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,99;1
2015-08-14 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;9,51;1
2015-08-14 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,1;3
2015-08-14 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,4;1
2015-08-14 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;20,78;3
2015-08-14 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,75;3
2015-08-14 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,5;1
2015-08-14 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;19,79;2
2015-08-14 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;27,45;3
2015-08-14 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,57;1
2015-08-14 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;18,51;2
2015-08-14 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,42;2
2015-08-14 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;27,34;3
2015-08-14 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,91;2
2015-08-14 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;34,41;4
2015-08-14 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;23,63;3
2015-08-14 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-14 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;27,78;3
2015-08-14 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;6,34;1
2015-08-14 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,51;1
2015-08-14 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-14 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;29,1;3
2015-08-14 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,59;1
2015-08-14 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;40,47;4
2015-08-14 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-15 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;12,29;2
2015-08-15 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;58,69;5
2015-08-15 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;19,79;2
2015-08-15 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;66,0;6
2015-08-15 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;12,11;2
2015-08-15 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,31;2
2015-08-15 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;19,79;2
2015-08-15 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,96;2
2015-08-15 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;63,23;6
2015-08-15 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,69;1
2015-08-15 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;36,11;4
2015-08-15 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;5,71;1
2015-08-15 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,26;1
2015-08-15 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;6,99;1
2015-08-15 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;30,13;4
2015-08-15 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;4,43;1
2015-08-15 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;26,15;3
2015-08-15 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,38;1
2015-08-15 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;6,99;1
2015-08-15 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;2,01;1
2015-08-15 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;23,57;3
2015-08-15 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-15 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,38;1
2015-08-15 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;35,74;4
2015-08-15 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,72;1
2015-08-15 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;29,25;3
2015-08-15 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-15 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-15 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;20,18;3
2015-08-15 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;9,85;1
2015-08-15 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,39;1
2015-08-15 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;15,52;2
2015-08-15 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-15 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;12,54;2
2015-08-15 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-15 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;19,56;2
2015-08-15 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;4,43;1
2015-08-15 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;11,79;2
2015-08-15 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;17,56;2
2015-08-15 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;5,71;1
2015-08-15 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,33;2
2015-08-15 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;18,38;2
2015-08-15 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;12,22;2
2015-08-15 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-15 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;18,07;2
2015-08-15 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;14,66;2
2015-08-15 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,56;3
2015-08-15 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-15 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;9,55;1
2015-08-15 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,55;2
2015-08-15 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;16,15;2
2015-08-15 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,42;2
2015-08-15 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;18,53;2
2015-08-15 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;8,27;1
2015-08-15 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;21,66;3
2015-08-15 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;12,11;2
2015-08-15 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;15,61;2
2015-08-15 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,53;3
2015-08-15 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,39;2
2015-08-15 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-15 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;26,58;3
2015-08-15 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,1;2
2015-08-15 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-15 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,29;1
2015-08-15 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;24,91;3
2015-08-15 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;16,78;2
2015-08-15 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;21,07;3
2015-08-15 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;17,19;2
2015-08-15 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;9,67;1
2015-08-15 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-15 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;18,83;2
2015-08-15 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,11;2
2015-08-16 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;26,19;3
2015-08-16 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;11,1;2
2015-08-16 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,57;3
2015-08-16 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,18;2
2015-08-16 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;22,35;3
2015-08-16 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;22,29;3
2015-08-16 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,64;2
2015-08-16 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;23,42;3
2015-08-16 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-16 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,33;1
2015-08-16 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-16 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,32;2
2015-08-16 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,53;1
2015-08-16 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-16 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;8,74;1
2015-08-16 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;15,95;2
2015-08-16 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,01;2
2015-08-16 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,58;1
2015-08-16 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;10,52;2
2015-08-16 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,3;1
2015-08-16 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;19,79;2
2015-08-16 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,56;1
2015-08-16 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;10,38;2
2015-08-16 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-16 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,21;1
2015-08-16 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;6,39;1
2015-08-16 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-16 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;7,65;1
2015-08-16 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,59;1
2015-08-16 09:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-16 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;9,3;1
2015-08-16 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,5;1
2015-08-16 10:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-16 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;8,68;1
2015-08-16 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,76;1
2015-08-16 11:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;8,27;1
2015-08-16 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;6,99;1
2015-08-16 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;6,35;1
2015-08-16 12:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;10,53;2
2015-08-16 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,6;2
2015-08-16 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;9,45;1
2015-08-16 13:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-16 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;17,5;2
2015-08-16 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;15,7;2
2015-08-16 14:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-16 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,58;2
2015-08-16 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;12,11;2
2015-08-16 15:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;16,31;2
2015-08-16 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,96;2
2015-08-16 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;11,25;2
2015-08-16 16:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;4,43;1
2015-08-16 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,4;2
2015-08-16 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-16 17:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;11,25;2
2015-08-16 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;19,42;2
2015-08-16 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;13,59;2
2015-08-16 18:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-16 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;17,69;2
2015-08-16 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-16 19:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,86;2
2015-08-16 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-16 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;14,5;2
2015-08-16 20:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;10,94;2
2015-08-16 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;13,63;2
2015-08-16 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-16 21:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,7;1
2015-08-16 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;13,39;2
2015-08-16 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;7,6;1
2015-08-16 22:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;16,33;2
2015-08-16 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;17,23;2
2015-08-16 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;8,97;1
2015-08-16 23:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;19,36;2
2015-08-17 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;5,18;1
2015-08-17 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;15,36;2
2015-08-17 00:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;8,27;1
2015-08-17 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;14,78;2
2015-08-17 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;4,83;1
2015-08-17 01:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;12,11;2
2015-08-17 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;5,71;1
2015-08-17 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;12,64;2
2015-08-17 02:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,28;1
2015-08-17 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,1;1
2015-08-17 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;4,43;1
2015-08-17 03:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;11,79;2
2015-08-17 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;6,48;1
2015-08-17 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;1,76;1
2015-08-17 04:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;14,67;2
2015-08-17 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;2,26;1
2015-08-17 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-17 05:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;0,24;1
2015-08-17 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;2,5;1
2015-08-17 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;6,71;1
2015-08-17 06:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;12,11;2
2015-08-17 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;PM10;10,83;2
2015-08-17 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;6,86;1
2015-08-17 07:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO;3,3;1
2015-08-17 08:00:00+02:00;Den Haag-Amsterdamse Veerkade;NO2;18,59;2
